0,0
0.037,0
0.087,0
0.134,0
0.182,0
0.232,0
0.278,0
0.325,0
0.371,0
0.418,0
0.462,0
0.507,0
0.552,0
0.595,0
0.637,0
0.679,0
0.719,0
0.76,0
0.798,0
0.836,0
0.874,0
0.909,0
0.944,0
0.977,0
1.011,0
1.042,0
1.072,0
1.102,0
1.13,0
1.157,0
1.183,0
1.207,0
1.23,0
1.252,0
1.273,0
1.292,0
1.309,0
1.326,0
1.342,0
1.355,0
1.368,0
1.379,0
1.389,0
1.397,0
1.404,0
1.41,0
1.414,0
1.417,0
1.419,0
1.419,0
1.418,0
1.415,0
1.411,0
1.406,0
1.399,0
1.391,0
1.382,0
1.371,0
1.359,0
1.345,0
1.331,0
1.315,0
1.297,0
1.279,0
1.259,0
1.239,0
1.216,0
1.193,0
1.168,0
1.143,0
1.115,0
1.088,0
1.058,0
1.028,0
0.997,0
0.965,0
0.931,0
0.897,0
0.862,0
0.825,0
0.788,0
0.751,0
0.711,0
0.672,0
0.632,0
0.59,0
0.548,0
0.506,0
0.461,0
0.417,0
0.373,0
0.328,0
0.282,0
0.235,0
0.188,0
0.141,0
0.094,0
0.046,0
-0.002,0
-0.052,0
-0.101,0
-0.15,0
-0.199,0
-0.249,0
-0.298,0
-0.347,0
-0.397,0
-0.446,0
-0.495,0
-0.544,0
-0.592,0
-0.639,0
-0.687,0
-0.735,0
-0.782,0
-0.828,0
-0.872,0
-0.918,0
-0.962,0
-1.004,0
-1.047,0
-1.088,0
-1.129,0
-1.168,0
-1.207,0
-1.244,0
-1.279,0
-1.315,0
-1.348,0
-1.38,0
-1.411,0
-1.441,0
-1.469,0
-1.495,0
-1.521,0
-1.544,0
-1.566,0
-1.586,0
-1.605,0
-1.622,0
-1.638,0
-1.652,0
-1.664,0
-1.674,0
-1.683,0
-1.69,0
-1.695,0
-1.698,0
-1.7,0
-1.7,0
-1.698,0
-1.694,0
-1.688,0
-1.682,0
-1.673,0
-1.663,0
-1.65,0
-1.637,0
-1.621,0
-1.604,0
-1.586,0
-1.565,0
-1.544,0
-1.52,0
-1.495,0
-1.469,0
-1.442,0
-1.413,0
-1.383,0
-1.351,0
-1.319,0
-1.285,0
-1.25,0
-1.213,0
-1.176,0
-1.138,0
-1.099,0
-1.059,0
-1.019,0
-0.977,0
-0.935,0
-0.891,0
-0.847,0
-0.804,0
-0.759,0
-0.713,0
-0.667,0
-0.62,0
-0.574,0
-0.527,0
-0.479,0
-0.432,0
-0.385,0
-0.336,0
-0.289,0
-0.241,0
-0.193,0
-0.144,0
-0.097,0
-0.049,0
-0.001,0
0.046,0
0.093,0
0.14,0
0.186,0
0.232,0
0.279,0
0.323,0
0.367,0
0.412,0
0.455,0
0.497,0
0.539,0
0.581,0
0.621,0
0.661,0
0.699,0
0.737,0
0.774,0
0.809,0
0.845,0
0.878,0
0.911,0
0.943,0
0.973,0
1.003,0
1.031,0
1.058,0
1.084,0
1.109,0
1.132,0
1.154,0
1.175,0
1.195,0
1.213,0
1.231,0
1.246,0
1.261,0
1.274,0
1.285,0
1.296,0
1.305,0
1.312,0
1.319,0
1.324,0
1.327,0
1.33,0
1.33,0
1.33,0
1.328,0
1.325,0
1.32,0
1.314,0
1.307,0
1.298,0
1.288,0
1.277,0
1.264,0
1.25,0
1.235,0
1.219,0
1.201,0
1.182,0
1.162,0
1.14,0
1.118,0
1.094,0
1.069,0
1.043,0
1.016,0
0.987,0
0.957,0
0.926,0
0.895,0
0.862,0
0.828,0
0.794,0
0.758,0
0.722,0
0.684,0
0.646,0
0.607,0
0.567,0
0.526,0
0.485,0
0.442,0
0.399,0
0.357,0
0.313,0
0.268,0
0.222,0
0.176,0
0.13,0
0.083,0
0.036,0
-0.012,0
-0.06,0
-0.109,0
-0.157,0
-0.206,0
-0.255,0
-0.304,0
-0.354,0
-0.401,0
-0.45,0
-0.499,0
-0.548,0
-0.597,0
-0.645,0
-0.693,0
-0.739,0
-0.786,0
-0.833,0.003
-0.879,0.534
-0.924,0.944
-0.968,0.947
-1.012,0.943
-1.055,0.938
-1.096,0.934
-1.138,0.929
-1.179,0.924
-1.217,0.919
-1.256,0.913
-1.292,0.908
-1.329,0.902
-1.363,0.896
-1.397,0.89
-1.428,0.884
-1.459,0.878
-1.489,0.871
-1.516,0.865
-1.543,0.858
-1.567,0.851
-1.591,0.845
-1.612,0.838
-1.633,0.831
-1.651,0.824
-1.668,0.816
-1.683,0.809
-1.696,0.802
-1.708,0.795
-1.718,0.788
-1.726,0.78
-1.733,0.773
-1.737,0.765
-1.74,0.758
-1.741,0.75
-1.74,0.743
-1.738,0.735
-1.733,0.727
-1.727,0.72
-1.719,0.712
-1.71,0.704
-1.698,0.697
-1.685,0.689
-1.67,0.681
-1.654,0.673
-1.635,0.665
-1.615,0.658
-1.594,0.65
-1.57,0.642
-1.545,0.634
-1.52,0.626
-1.491,0.618
-1.462,0.61
-1.431,0.602
-1.399,0.594
-1.365,0.586
-1.331,0.579
-1.294,0.571
-1.258,0.563
-1.219,0.555
-1.18,0.547
-1.138,0.539
-1.097,0.531
-1.053,0.523
-1.01,0.515
-0.966,0.507
-0.919,0.499
-0.873,0.491
-0.827,0.483
-0.779,0.475
-0.731,0.467
-0.682,0.459
-0.632,0.451
-0.582,0.443
-0.531,0.435
-0.481,0.428
-0.43,0.42
-0.377,0.412
-0.325,0.404
-0.274,0.396
-0.221,0.388
-0.169,0.38
-0.116,0.372
-0.064,0.364
-0.011,0.356
0.041,0.349
0.094,0.341
0.145,0.333
0.198,0.325
0.25,0.317
0.302,0.309
0.352,0.301
0.403,0.294
0.453,0.286
0.503,0.278
0.552,0.27
0.6,0.262
0.649,0.254
0.695,0.247
0.742,0.239
0.787,0.231
0.832,0.223
0.875,0.215
0.918,0.208
0.961,0.2
1.001,0.192
1.042,0.184
1.08,0.176
1.118,0.169
1.154,0.161
1.19,0.153
1.225,0.145
1.258,0.138
1.289,0.13
1.32,0.122
1.349,0.115
