1.378,0.107
1.404,0.099
1.43,0.091
1.454,0.084
1.477,0.076
1.498,0.068
1.518,0.06
1.537,0.053
1.554,0.045
1.57,0.037
1.584,0.03
1.597,0.022
1.608,0.015
1.619,0.007
1.627,-0.001
1.634,-0.008
1.64,-0.016
1.644,-0.023
1.647,-0.031
1.648,-0.038
1.648,-0.045
1.647,-0.053
1.644,-0.06
1.639,-0.067
1.633,-0.074
1.626,-0.081
1.618,-0.088
1.608,-0.095
1.596,-0.102
1.584,-0.109
1.569,-0.115
1.554,-0.122
1.537,-0.128
1.518,-0.135
1.499,-0.141
1.478,-0.147
1.456,-0.153
1.433,-0.159
1.408,-0.165
1.382,-0.171
1.355,-0.177
1.327,-0.183
1.297,-0.188
1.266,-0.194
1.235,-0.199
1.202,-0.205
1.168,-0.21
1.133,-0.216
1.097,-0.221
1.059,-0.226
1.021,-0.231
0.982,-0.236
0.942,-0.241
0.901,-0.246
0.859,-0.251
0.817,-0.255
0.775,-0.26
0.73,-0.265
0.685,-0.269
0.639,-0.274
0.593,-0.278
0.546,-0.282
0.498,-0.287
0.45,-0.291
0.402,-0.295
0.352,-0.299
0.302,-0.303
0.252,-0.307
0.201,-0.311
0.151,-0.315
0.1,-0.319
0.048,-0.322
-0.003,-0.326
-0.055,-0.329
-0.108,-0.333
-0.159,-0.336
-0.212,-0.34
-0.264,-0.343
-0.315,-0.347
-0.368,-0.35
-0.42,-0.353
-0.471,-0.356
-0.523,-0.359
-0.572,-0.362
-0.623,-0.365
-0.672,-0.368
-0.722,-0.371
-0.77,-0.374
-0.818,-0.377
-0.866,-0.38
-0.911,-0.382
-0.956,-0.385
-1.002,-0.388
-1.045,-0.39
-1.087,-0.393
-1.128,-0.395
-1.168,-0.398
-1.207,-0.4
-1.245,-0.402
-1.281,-0.405
-1.316,-0.407
-1.35,-0.409
-1.382,-0.411
-1.413,-0.413
-1.442,-0.416
-1.47,-0.414
-1.496,0.438
-1.52,0.803
-1.542,0.799
-1.563,0.793
-1.582,0.786
-1.6,0.779
-1.615,0.772
-1.629,0.765
-1.641,0.758
-1.651,0.751
-1.66,0.744
-1.666,0.736
-1.671,0.729
-1.674,0.722
-1.675,0.714
-1.674,0.707
-1.671,0.7
-1.666,0.692
-1.66,0.684
-1.652,0.677
-1.642,0.669
-1.63,0.662
-1.617,0.654
-1.601,0.647
-1.585,0.639
-1.566,0.631
-1.545,0.624
-1.524,0.616
-1.5,0.608
-1.475,0.601
-1.448,0.593
-1.42,0.585
-1.39,0.577
-1.359,0.569
-1.326,0.561
-1.292,0.554
-1.258,0.546
-1.221,0.538
-1.184,0.53
-1.145,0.523
-1.106,0.515
-1.065,0.507
-1.024,0.499
-0.98,0.491
-0.937,0.483
-0.892,0.476
-0.847,0.468
-0.801,0.46
-0.755,0.452
-0.708,0.444
-0.66,0.436
-0.61,0.428
-0.561,0.421
-0.512,0.413
-0.462,0.405
-0.412,0.397
-0.362,0.389
-0.312,0.382
-0.259,0.374
-0.209,0.366
-0.158,0.358
-0.107,0.35
-0.055,0.342
-0.004,0.335
0.048,0.327
0.098,0.319
0.149,0.311
