-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
-999.5,-499.75,0,499.75,999.5
