0,0,0,0,0,0,0,0,0
0.037,-0,-0,0,0,-0,0,0,0
0.087,-0,-0,0,0,-0,0,0,0
0.134,-0,-0,0,0,-0,0,0,0
0.182,-0,-0,0,0,-0,0,0,0
0.232,-0,-0,0,0,-0,0,0,0
0.278,-0,-0,0,0,-0,0,0,0
0.325,-0,-0,0,0,-0,0,0,0
0.371,0,-0,0,0,-0,0,-0,0
0.418,0,-0,0,0,-0,0,-0,0
0.462,0,-0,0,0,-0,0,-0,0
0.507,0,-0,0,0,-0,0,-0,0
0.552,0,-0,0,0,-0,0,-0,0
0.595,0,-0,0,0,-0,0,-0,0
0.637,0,-0,0,0,-0,0,-0,0
0.679,0,-0,0,0,-0,0,-0,0
0.719,0,-0,0,0,-0,0,-0,0
0.76,0,-0,0,0,-0,0,-0,0
0.798,0,-0,0,0,-0,0,-0,0
0.836,0,-0,0,0,-0,0,-0,0
0.874,0,-0,0,0,-0,0,-0,0
0.909,0,-0,0,0,-0,0,-0,0
0.944,0,-0,0,0,-0,0,-0,0
0.977,0,-0,0,0,-0,0,-0,0
1.011,0,-0,0,0,-0,0,-0,0
1.042,0,-0,0,0,-0,0,-0,0
1.072,0,-0,0,0,-0,0,-0,0
1.102,0,-0,0,0,-0,0,-0,0
1.13,0,-0,0,0,-0,0,-0,0
1.157,0,-0,0,0,-0,0,-0,0
1.183,0,-0,0,0,-0,0,-0,0
1.207,0,-0,0,0,-0,0,-0,0
1.23,0,-0,0,0,-0,0,-0,0
1.252,0,-0,0,0,-0,0,-0,0
1.273,0,-0,0,0,-0,0,-0,0
1.292,0,-0,0,0,-0,0,-0,0
1.309,0,-0,0,0,-0,0,-0,0
1.326,0,-0,0,0,-0,0,-0,0
1.342,0,-0,0,0,-0,0,-0,0
1.355,0.002,-0,0,0,-0,0,-0,0
1.368,0.014,-0,0,0,-0,0,-0,0
1.379,0.072,-0,0,0,-0,0,-0,0
1.389,0.165,-0,0,0,-0,0,0,0
1.397,0.247,-0,0,0,-0,0,0,0
1.404,0.321,-0,0,0,-0,0,0,0
1.41,0.393,-0,0,0,-0,0,0,0
1.414,0.46,-0,0,0,-0,0,0,0
1.417,0.524,-0,0,0,-0,0,0,0
1.419,0.586,-0,0,0,-0,0,0,0
1.419,0.642,-0,0,0,-0,0,0,0
1.418,0.698,-0,0,0,-0,0,0,0
1.415,0.75,-0,0,0,-0,0,0,0
1.411,0.8,-0,-0,0,0,0,0,0
1.406,0.846,-0,-0,0,0,0,0,0
1.399,0.891,-0,-0,0,0,0,0,0
1.391,0.933,-0,-0,0,0,0,0,0
1.382,0.972,-0,-0,0,0,0,0,0
1.371,1.009,-0,-0,0,0,0,0,0
1.359,1.044,-0,-0,0,0,0,0,0
1.345,1.077,-0,-0,0,0,0,0,0
1.331,1.109,-0,-0,0,0,0,0,0
1.315,1.137,-0,-0,0,0,0,0,0
1.297,1.165,-0,-0,0,0,0,0,0
1.279,1.189,-0,-0,0,0,0,0,0
1.259,1.213,0,-0,0,0,-0,0,0
1.239,1.234,0,-0,0,0,-0,0,0
1.216,1.254,0,-0,0,0,-0,0,0
1.193,1.272,0,-0,0,0,-0,0,0
1.168,1.288,0,-0,0,0,-0,0,0
1.143,1.303,0,-0,0,0,-0,0,0
1.115,1.316,0,-0,0,0,-0,0,0
1.088,1.327,0,-0,0,0,-0,0,0
1.058,1.337,0,-0,0,0,-0,0,0
1.028,1.345,0,-0,0,0,-0,0,0
0.997,1.352,0,-0,0,0,-0,0,0
0.965,1.358,0,-0,0,0,-0,0,0
0.931,1.362,-0,-0,0,0,-0,0,0
0.897,1.364,0,-0,0,0,-0,0,0
0.862,1.366,0.001,-0,0,0,-0,0,0
0.825,1.365,0.007,-0,0,0,-0,0,0
0.788,1.364,0.05,-0,0,0,-0,0,0
0.751,1.361,0.272,-0,0,0,-0,0,0
0.711,1.357,0.451,-0,0,0,-0,0,0
0.672,1.353,0.568,-0,0,0,-0,0,0
0.632,1.346,0.662,-0,0,0,-0,0,0
0.59,1.339,0.743,-0,0,0,-0,0,0
0.548,1.33,0.812,-0,0,0,0,0,0
0.506,1.321,0.872,-0,0,0,0,0,0
0.461,1.31,0.928,-0,0,0,0,0,0
0.417,1.298,0.976,-0,0,0,0,0,0
0.373,1.286,1.019,-0,0,0,0,0,0
0.328,1.272,1.058,-0,0,0,0,0,0
0.282,1.258,1.093,-0,0,0,0,0,0
0.235,1.242,1.125,-0,0,0,0,0,0
0.188,1.225,1.154,-0,0,0,0,0,0
0.141,1.208,1.179,-0,0,0,0,0,0
0.094,1.19,1.202,-0,0,0,0,0,0
0.046,1.171,1.223,-0,0,0,0,0,0
-0.002,1.152,1.241,-0,0,0,0,0,0
-0.052,1.13,1.257,-0,0,0,0,0,0
-0.101,1.109,1.271,-0,0,0,0,0,0
-0.15,1.087,1.283,-0,0,0,0,0,0
-0.199,1.065,1.293,-0,-0,0,0,0,0
-0.249,1.041,1.302,-0,-0,0,0,0,0
-0.298,1.018,1.309,-0,0,0,0,0,0
-0.347,0.993,1.314,-0,0,0,0,0,0
-0.397,0.968,1.318,-0,-0,0,0,0,0
-0.446,0.942,1.32,-0,0,0,0,0,0
-0.495,0.916,1.321,-0,0,0,0,0,0
-0.544,0.889,1.32,-0,0,0,0,0,0
-0.592,0.862,1.319,-0,0,0,0,0,0
-0.639,0.835,1.316,-0,-0,0,0,0,0
-0.687,0.806,1.312,-0,0,0,0,0,0
-0.735,0.777,1.307,-0,0,0,0,0,0
-0.782,0.748,1.301,-0,0,0,0,0,0
-0.828,0.718,1.293,-0,0,0,0,0,0
-0.872,0.689,1.286,-0,0,0,0,0,0
-0.918,0.659,1.276,-0,0,0,0,0,0
-0.962,0.628,1.266,-0,0,0,0,0,0
-1.004,0.598,1.256,0.002,0,0,0,0,0
-1.047,0.566,1.244,0.239,-0,0,0,0,0
-1.088,0.535,1.232,0.928,-0,0,0,0,0
-1.129,0.503,1.218,1.04,0,0,0,0,0
-1.168,0.472,1.205,1.109,-0,0,0,0,0
-1.207,0.439,1.19,1.166,-0,0,0,0,0
-1.244,0.407,1.175,1.211,-0,0,0,0,0
-1.279,0.375,1.159,1.248,-0,0,0,0,0
-1.315,0.342,1.142,1.281,-0,0,0,0,0
-1.348,0.309,1.125,1.307,0,0,0,0,0
-1.38,0.276,1.107,1.33,0,0,0,0,0
-1.411,0.243,1.089,1.349,-0,0,0,0,0
-1.441,0.21,1.07,1.365,0,0,0,0,0
-1.469,0.177,1.051,1.378,0,0,0,0,0
-1.495,0.143,1.031,1.388,-0,0,0,0,0
-1.521,0.11,1.011,1.396,-0,0,0,0,0
-1.544,0.076,0.99,1.403,-0,0,0,0,0
-1.566,0.043,0.97,1.407,-0,0,0,0,0
-1.586,0.009,0.948,1.409,-0,0,0,0,0
-1.605,-0.025,0.926,1.41,-0,0,0,0,0
-1.622,-0.058,0.904,1.41,-0,0,0,0,0
-1.638,-0.092,0.881,1.407,-0,0,0,0,0
-1.652,-0.125,0.859,1.404,-0,0,0,0,0
-1.664,-0.158,0.836,1.4,-0,0,0,0,0
-1.674,-0.191,0.812,1.394,-0,0,0,0,0
-1.683,-0.224,0.788,1.387,0,0,0,0,0
-1.69,-0.256,0.764,1.38,0,0,0,0,0
-1.695,-0.288,0.74,1.371,0,0,0,0,0
-1.698,-0.32,0.715,1.361,0,0,0,0,0
-1.7,-0.35,0.691,1.351,0,0,0,0,0
-1.7,-0.382,0.666,1.34,-0,0,0,0,0
-1.698,-0.413,0.641,1.328,0,0,0,0,0
-1.694,-0.443,0.616,1.316,0,0,0,0,0
-1.688,-0.473,0.59,1.302,0,0,0,0,0
-1.682,-0.503,0.565,1.288,0,0,0,0,0
-1.673,-0.532,0.539,1.274,0,0,0,0,0
-1.663,-0.562,0.513,1.259,0,0,0,0,0
-1.65,-0.59,0.487,1.243,0,0,0,0,0
-1.637,-0.619,0.461,1.227,0,0,0,0,0
-1.621,-0.647,0.434,1.21,0,0,0,0,0
-1.604,-0.674,0.409,1.194,0,0,0,0,0
-1.586,-0.701,0.382,1.176,-0,0,0,0,0
