0,0,0,0,0,0,0,0,0
0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994,0.994
2.016,2.016,2.016,2.016,2.016,2.016,2.016,2.016,2.016
2.988,2.988,2.988,2.988,2.988,2.988,2.988,2.988,2.988
3.988,3.988,3.988,3.988,3.988,3.988,3.988,3.988,3.988
5.014,5.014,5.014,5.014,5.014,5.014,5.014,5.014,5.014
5.992,5.992,5.992,5.992,5.992,5.992,5.992,5.992,5.992
6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997,6.997
7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992,7.992
9.012,9.012,9.012,9.012,9.012,9.012,9.012,9.012,9.012
9.987,9.987,9.987,9.987,9.987,9.987,9.987,9.987,9.987
10.988,10.988,10.988,10.988,10.988,10.988,10.988,10.988,10.988
12.015,12.015,12.015,12.015,12.015,12.015,12.015,12.015,12.015
12.997,12.997,12.997,12.997,12.997,12.997,12.997,12.997,12.997
14.005,14.005,14.005,14.005,14.005,14.005,14.005,14.005,14.005
15.004,15.004,15.004,15.004,15.004,15.004,15.004,15.004,15.004
15.995,15.995,15.995,15.995,15.995,15.995,15.995,15.995,15.995
17.012,17.012,17.012,17.012,17.012,17.012,17.012,17.012,17.012
17.987,17.987,17.987,17.987,17.987,17.987,17.987,17.987,17.987
18.988,18.988,18.988,18.988,18.988,18.988,18.988,18.988,18.988
20.014,20.014,20.014,20.014,20.014,20.014,20.014,20.014,20.014
21,21,21,21,21,21,21,21,21
22.011,22.011,22.011,22.011,22.011,22.011,22.011,22.011,22.011
22.984,22.984,22.984,22.984,22.984,22.984,22.984,22.984,22.984
24.014,24.014,24.014,24.014,24.014,24.014,24.014,24.014,24.014
25.006,25.006,25.006,25.006,25.006,25.006,25.006,25.006,25.006
25.992,25.992,25.992,25.992,25.992,25.992,25.992,25.992,25.992
27.004,27.004,27.004,27.004,27.004,27.004,27.004,27.004,27.004
28.011,28.011,28.011,28.011,28.011,28.011,28.011,28.011,28.011
29.012,29.012,29.012,29.012,29.012,29.012,29.012,29.012,29.012
30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008,30.008
30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999,30.999
